0.811,0.217,1.028,0.594,0.176,0.666,1.839,1.462
0.727,0.268,0.995,0.458,0.195,0.573,1.721,1.531
0.315,0.449,0.764,0.134,0.142,0.217,1.079,1.663
0.122,0.753,0.875,0.631,0.092,0.070,0.997,2.380
0.195,0.367,0.562,0.172,0.071,0.142,0.756,1.296
0.041,0.742,0.783,0.700,0.031,0.024,0.824,2.267
0.788,0.205,0.994,0.583,0.162,0.654,1.782,1.404
0.759,0.090,0.850,0.669,0.069,0.696,1.609,1.030
0.415,0.289,0.704,0.126,0.120,0.322,1.119,1.282
0.138,0.142,0.280,0.003,0.020,0.121,0.418,0.563
0.729,0.168,0.896,0.561,0.122,0.624,1.625,1.232
0.963,0.020,0.984,0.943,0.020,0.944,1.947,1.024
0.356,0.252,0.608,0.105,0.090,0.285,0.964,1.111
0.595,0.154,0.749,0.441,0.092,0.516,1.345,1.057
0.908,0.571,1.478,0.337,0.518,0.578,2.386,2.620
0.689,0.598,1.288,0.091,0.412,0.431,1.977,2.484
0.354,0.237,0.591,0.117,0.084,0.286,0.945,1.065
0.626,0.062,0.688,0.564,0.039,0.589,1.314,0.812
0.375,0.343,0.717,0.032,0.128,0.279,1.092,1.403
0.364,0.398,0.761,0.034,0.145,0.260,1.125,1.556
0.733,0.539,1.272,0.194,0.395,0.476,2.005,2.351
0.855,0.815,1.670,0.040,0.697,0.471,2.525,3.299
0.723,0.799,1.522,0.076,0.578,0.402,2.246,3.120
0.739,0.629,1.368,0.110,0.465,0.453,2.106,2.626
0.676,0.338,1.014,0.338,0.228,0.505,1.690,1.689
0.807,0.211,1.018,0.596,0.170,0.666,1.825,1.440
0.848,0.838,1.687,0.010,0.711,0.462,2.535,3.363
0.951,0.479,1.431,0.472,0.456,0.643,2.382,2.389
0.024,0.437,0.461,0.413,0.011,0.017,0.485,1.335
0.994,0.471,1.465,0.523,0.468,0.675,2.458,2.407
0.127,0.512,0.638,0.385,0.065,0.084,0.765,1.662
0.926,0.897,1.823,0.029,0.831,0.488,2.749,3.617
0.282,0.462,0.744,0.180,0.130,0.193,1.025,1.668
0.156,0.099,0.254,0.057,0.015,0.142,0.410,0.451
0.296,0.884,1.179,0.588,0.261,0.157,1.475,2.947
0.088,0.483,0.571,0.394,0.043,0.059,0.659,1.536
0.967,0.850,1.817,0.116,0.822,0.522,2.784,3.518
0.210,0.465,0.675,0.254,0.098,0.144,0.885,1.604
0.013,0.791,0.804,0.778,0.010,0.007,0.818,2.387
0.722,0.334,1.056,0.388,0.241,0.541,1.778,1.725
0.896,0.453,1.349,0.444,0.406,0.617,2.245,2.255
0.505,0.071,0.576,0.434,0.036,0.472,1.082,0.718
0.604,0.002,0.606,0.602,0.001,0.602,1.210,0.611
0.496,0.351,0.847,0.146,0.174,0.368,1.344,1.549
0.221,0.888,1.109,0.667,0.197,0.117,1.331,2.886
0.112,0.916,1.028,0.803,0.103,0.059,1.140,2.859
0.996,0.217,1.212,0.779,0.216,0.818,2.208,1.646
0.488,0.512,0.999,0.024,0.249,0.323,1.487,2.022
0.765,0.766,1.531,0.000,0.586,0.433,2.296,3.062
0.897,0.757,1.653,0.140,0.679,0.510,2.550,3.167
0.394,0.587,0.981,0.193,0.231,0.248,1.375,2.154
0.177,0.059,0.236,0.119,0.010,0.168,0.413,0.353
0.334,0.522,0.856,0.188,0.174,0.220,1.190,1.900
0.798,0.760,1.559,0.038,0.607,0.453,2.357,3.079
0.543,0.406,0.948,0.137,0.220,0.386,1.491,1.760
0.512,0.615,1.127,0.103,0.315,0.317,1.639,2.356
0.983,0.886,1.869,0.097,0.871,0.521,2.852,3.641
1.000,0.531,1.531,0.468,0.531,0.653,2.530,2.593
0.128,0.262,0.390,0.133,0.034,0.102,0.518,0.913
0.946,0.287,1.232,0.659,0.271,0.735,2.178,1.805
0.601,0.504,1.104,0.097,0.303,0.399,1.705,2.112
0.255,0.218,0.474,0.037,0.056,0.210,0.729,0.911
0.281,0.567,0.849,0.286,0.160,0.179,1.130,1.984
0.919,0.665,1.584,0.254,0.611,0.552,2.503,2.914
0.122,0.105,0.227,0.017,0.013,0.111,0.349,0.438
0.124,0.228,0.353,0.104,0.028,0.101,0.477,0.810
0.096,0.446,0.543,0.350,0.043,0.067,0.639,1.435
0.477,0.686,1.163,0.208,0.327,0.283,1.640,2.534
0.585,0.577,1.161,0.008,0.337,0.371,1.746,2.314
0.589,0.926,1.515,0.338,0.546,0.306,2.104,3.368
0.055,0.017,0.072,0.037,0.001,0.054,0.127,0.107
0.810,0.571,1.381,0.239,0.463,0.516,2.192,2.524
0.827,0.130,0.957,0.697,0.108,0.732,1.784,1.218
0.371,0.749,1.120,0.378,0.278,0.212,1.491,2.618
0.166,0.601,0.767,0.436,0.099,0.103,0.932,1.969
0.421,0.537,0.957,0.116,0.226,0.274,1.378,2.030
0.320,0.938,1.258,0.618,0.300,0.165,1.578,3.135
0.770,0.707,1.477,0.063,0.544,0.451,2.247,2.890
0.237,0.237,0.474,0.000,0.056,0.192,0.711,0.947
0.241,0.551,0.792,0.310,0.133,0.156,1.034,1.894
0.225,0.423,0.648,0.198,0.095,0.158,0.873,1.494
0.634,0.793,1.427,0.159,0.503,0.354,2.061,3.013
0.357,0.422,0.779,0.064,0.151,0.251,1.137,1.623
0.150,0.179,0.330,0.029,0.027,0.128,0.480,0.688
0.174,0.011,0.185,0.163,0.002,0.172,0.359,0.206
0.145,0.221,0.366,0.075,0.032,0.119,0.512,0.808
0.324,0.104,0.429,0.220,0.034,0.294,0.753,0.637
0.893,0.243,1.136,0.651,0.217,0.719,2.029,1.621
0.574,0.933,1.506,0.359,0.535,0.297,2.080,3.372
0.844,0.021,0.866,0.823,0.018,0.827,1.710,0.908
0.540,0.979,1.518,0.439,0.528,0.273,2.058,3.476
0.384,0.759,1.143,0.374,0.291,0.218,1.527,2.660
0.328,0.575,0.904,0.247,0.189,0.209,1.232,2.054
0.234,0.386,0.620,0.152,0.090,0.169,0.855,1.392
0.811,0.686,1.497,0.125,0.556,0.481,2.307,2.869
0.260,0.721,0.981,0.460,0.188,0.151,1.241,2.422
0.409,0.947,1.356,0.538,0.388,0.210,1.765,3.251
0.939,0.653,1.592,0.286,0.613,0.568,2.530,2.898
0.080,0.531,0.611,0.451,0.042,0.052,0.691,1.674
0.459,0.135,0.595,0.324,0.062,0.405,1.054,0.865
0.811,0.091,0.902,0.721,0.073,0.744,1.713,1.083
0.016,0.339,0.354,0.323,0.005,0.012,0.370,1.032
0.269,0.555,0.824,0.287,0.149,0.173,1.093,1.935
0.327,0.886,1.213,0.559,0.290,0.174,1.541,2.986
0.168,0.335,0.503,0.167,0.056,0.126,0.672,1.174
0.279,0.870,1.149,0.591,0.242,0.149,1.427,2.888
0.945,0.357,1.301,0.588,0.337,0.696,2.246,2.015
0.885,0.484,1.369,0.401,0.428,0.596,2.254,2.336
0.813,0.836,1.650,0.023,0.680,0.443,2.463,3.322
0.761,0.867,1.628,0.107,0.660,0.407,2.388,3.362
0.795,0.099,0.894,0.697,0.079,0.724,1.690,1.092
0.147,0.475,0.622,0.328,0.070,0.100,0.769,1.572
0.279,0.242,0.522,0.037,0.068,0.225,0.801,1.006
0.709,0.921,1.630,0.212,0.653,0.369,2.339,3.472
0.142,0.306,0.449,0.164,0.044,0.109,0.591,1.061
0.926,0.229,1.155,0.697,0.212,0.754,2.081,1.612
0.737,0.403,1.140,0.334,0.297,0.525,1.877,1.947
0.482,0.688,1.170,0.206,0.331,0.285,1.651,2.545
0.142,0.464,0.606,0.322,0.066,0.097,0.748,1.535
0.293,0.615,0.908,0.322,0.180,0.181,1.201,2.138
0.775,0.340,1.116,0.435,0.264,0.579,1.891,1.796
0.454,0.742,1.195,0.288,0.336,0.260,1.649,2.679
0.262,0.959,1.221,0.698,0.251,0.134,1.483,3.140
0.610,0.735,1.345,0.125,0.448,0.351,1.955,2.815
0.172,0.842,1.014,0.670,0.145,0.094,1.187,2.699
0.886,0.364,1.250,0.523,0.322,0.650,2.137,1.978
0.893,0.387,1.279,0.506,0.345,0.644,2.172,2.053
0.341,0.071,0.412,0.271,0.024,0.319,0.754,0.553
0.258,0.082,0.340,0.176,0.021,0.238,0.598,0.505
0.487,0.541,1.028,0.055,0.263,0.316,1.514,2.110
0.702,0.152,0.854,0.550,0.107,0.609,1.556,1.158
0.625,0.969,1.593,0.344,0.605,0.317,2.218,3.531
0.948,0.285,1.233,0.663,0.270,0.738,2.181,1.802
0.034,0.381,0.416,0.347,0.013,0.025,0.450,1.178
0.311,0.006,0.317,0.305,0.002,0.309,0.628,0.329
0.071,0.218,0.289,0.147,0.016,0.058,0.360,0.726
0.246,0.077,0.323,0.169,0.019,0.228,0.568,0.476
0.436,0.669,1.105,0.232,0.292,0.261,1.541,2.442
0.071,0.752,0.823,0.681,0.054,0.041,0.895,2.328
0.949,0.925,1.874,0.023,0.878,0.493,2.823,3.725
0.056,0.282,0.337,0.226,0.016,0.043,0.393,0.901
0.375,0.707,1.083,0.332,0.265,0.220,1.458,2.497
0.139,0.953,1.092,0.814,0.132,0.071,1.231,2.997
0.105,0.512,0.617,0.407,0.054,0.069,0.722,1.641
0.207,0.518,0.725,0.311,0.107,0.136,0.933,1.762
0.663,0.999,1.662,0.335,0.662,0.332,2.325,3.660
0.638,0.835,1.473,0.196,0.533,0.348,2.111,3.142
0.777,0.366,1.143,0.411,0.284,0.569,1.920,1.874
0.847,0.436,1.283,0.411,0.369,0.590,2.130,2.155
0.397,0.686,1.083,0.289,0.272,0.235,1.480,2.456
0.993,0.146,1.139,0.847,0.145,0.867,2.133,1.431
0.306,0.425,0.731,0.119,0.130,0.215,1.037,1.581
0.134,0.534,0.668,0.400,0.072,0.087,0.802,1.737
0.250,0.614,0.864,0.364,0.154,0.155,1.114,2.092
0.488,0.106,0.594,0.382,0.052,0.441,1.082,0.806
0.288,0.623,0.911,0.335,0.180,0.178,1.199,2.157
0.823,0.495,1.318,0.329,0.407,0.551,2.141,2.307
0.929,0.649,1.578,0.280,0.603,0.563,2.507,2.876
0.546,0.954,1.501,0.408,0.521,0.279,2.047,3.409
0.681,0.129,0.811,0.552,0.088,0.603,1.492,1.069
0.428,0.619,1.048,0.191,0.265,0.264,1.476,2.286
0.787,0.789,1.576,0.001,0.621,0.440,2.364,3.154
0.887,0.276,1.164,0.611,0.245,0.695,2.051,1.716
0.077,0.598,0.676,0.521,0.046,0.048,0.753,1.872
0.331,0.296,0.627,0.035,0.098,0.255,0.958,1.219
0.985,0.602,1.587,0.382,0.593,0.615,2.572,2.792
0.778,0.237,1.015,0.541,0.184,0.629,1.794,1.489
0.992,0.472,1.464,0.520,0.468,0.674,2.456,2.408
0.532,0.733,1.265,0.202,0.390,0.307,1.797,2.732
0.085,0.440,0.525,0.355,0.038,0.059,0.611,1.405
0.778,0.565,1.344,0.213,0.440,0.497,2.122,2.475
0.242,0.143,0.385,0.098,0.035,0.211,0.626,0.671
0.794,0.203,0.997,0.590,0.161,0.659,1.790,1.404
0.514,0.140,0.654,0.374,0.072,0.451,1.168,0.933
0.440,0.187,0.628,0.253,0.082,0.371,1.068,1.002
0.788,0.473,1.262,0.315,0.373,0.535,2.050,2.208
0.333,0.011,0.344,0.322,0.004,0.329,0.677,0.365
0.134,0.769,0.903,0.635,0.103,0.076,1.037,2.441
0.875,0.560,1.435,0.315,0.490,0.561,2.310,2.556
0.336,0.904,1.240,0.568,0.304,0.176,1.576,3.048
0.496,0.937,1.433,0.441,0.465,0.256,1.929,3.308
0.052,0.841,0.893,0.789,0.044,0.028,0.945,2.574
0.806,0.033,0.839,0.773,0.026,0.780,1.645,0.904
0.751,0.150,0.901,0.601,0.112,0.653,1.652,1.200
0.127,0.533,0.660,0.406,0.068,0.083,0.788,1.727
0.465,0.218,0.683,0.247,0.101,0.382,1.148,1.119
0.643,0.780,1.423,0.138,0.501,0.361,2.065,2.983
0.943,0.933,1.877,0.010,0.880,0.488,2.820,3.743
0.339,0.825,1.164,0.486,0.280,0.186,1.504,2.815
0.443,0.138,0.581,0.305,0.061,0.389,1.023,0.856
0.943,0.107,1.050,0.836,0.101,0.852,1.994,1.265
0.490,0.054,0.543,0.436,0.026,0.465,1.033,0.650
0.982,0.317,1.299,0.665,0.311,0.746,2.280,1.932
0.256,0.825,1.081,0.569,0.211,0.140,1.337,2.731
0.765,0.719,1.484,0.047,0.550,0.445,2.249,2.921
0.799,0.300,1.099,0.499,0.240,0.615,1.898,1.700
0.408,0.860,1.268,0.451,0.351,0.220,1.676,2.987
0.832,0.346,1.178,0.486,0.288,0.618,2.009,1.869
0.080,0.762,0.842,0.682,0.061,0.045,0.921,2.365
0.310,0.239,0.549,0.071,0.074,0.250,0.859,1.028
0.132,0.274,0.405,0.142,0.036,0.103,0.537,0.953
0.824,0.757,1.581,0.068,0.624,0.469,2.405,3.094
0.174,0.433,0.607,0.260,0.075,0.121,0.780,1.473
0.461,0.284,0.746,0.177,0.131,0.359,1.207,1.314
0.344,0.049,0.394,0.295,0.017,0.328,0.738,0.492
0.778,0.762,1.540,0.016,0.593,0.442,2.318,3.064
0.818,0.958,1.775,0.140,0.783,0.418,2.593,3.691
0.066,0.596,0.662,0.530,0.039,0.041,0.728,1.854
0.449,0.662,1.111,0.212,0.297,0.270,1.560,2.434
0.584,0.479,1.063,0.104,0.280,0.395,1.647,2.022
0.763,0.748,1.511,0.015,0.571,0.437,2.274,3.007
0.938,0.883,1.822,0.055,0.829,0.498,2.760,3.589
0.528,0.068,0.596,0.460,0.036,0.495,1.125,0.732
0.000,0.313,0.313,0.313,0.000,0.000,0.313,0.939
0.759,0.662,1.421,0.096,0.503,0.457,2.180,2.746
0.664,0.273,0.937,0.391,0.181,0.522,1.601,1.482
0.117,0.001,0.117,0.116,0.000,0.117,0.234,0.119
0.329,0.201,0.530,0.127,0.066,0.274,0.859,0.933
0.451,0.626,1.077,0.175,0.282,0.277,1.527,2.328
0.399,0.148,0.546,0.251,0.059,0.347,0.945,0.842
0.640,0.866,1.505,0.226,0.554,0.343,2.145,3.236
0.901,0.647,1.548,0.254,0.583,0.547,2.449,2.842
0.818,0.587,1.405,0.232,0.480,0.516,2.223,2.578
0.926,0.566,1.492,0.360,0.524,0.591,2.418,2.624
0.045,0.051,0.096,0.006,0.002,0.043,0.141,0.198
0.327,0.500,0.827,0.173,0.164,0.218,1.154,1.827
0.954,0.736,1.691,0.218,0.703,0.550,2.645,3.164
0.084,0.109,0.193,0.026,0.009,0.075,0.277,0.412
0.906,0.028,0.934,0.877,0.026,0.881,1.839,0.991
0.567,0.282,0.849,0.285,0.160,0.442,1.416,1.413
0.526,0.120,0.646,0.405,0.063,0.469,1.172,0.887
0.460,0.387,0.847,0.073,0.178,0.332,1.307,1.621
0.860,0.026,0.887,0.834,0.023,0.838,1.747,0.940
0.099,0.232,0.331,0.133,0.023,0.081,0.430,0.795
0.627,0.649,1.275,0.022,0.407,0.380,1.902,2.573
0.150,0.723,0.872,0.573,0.108,0.087,1.022,2.317
0.949,0.981,1.930,0.032,0.931,0.479,2.878,3.892
0.442,0.636,1.078,0.195,0.281,0.270,1.519,2.351
0.810,0.107,0.916,0.703,0.086,0.732,1.726,1.129
0.715,0.744,1.459,0.030,0.532,0.410,2.174,2.948
0.245,0.878,1.123,0.632,0.215,0.131,1.368,2.878
0.968,0.151,1.119,0.817,0.146,0.841,2.088,1.422
0.222,0.053,0.275,0.168,0.012,0.210,0.497,0.382
0.377,0.289,0.666,0.087,0.109,0.292,1.043,1.245
0.029,0.972,1.001,0.943,0.028,0.015,1.030,2.945
0.045,0.759,0.804,0.714,0.034,0.026,0.849,2.323
0.140,0.624,0.764,0.485,0.087,0.086,0.903,2.012
0.331,0.845,1.176,0.514,0.280,0.179,1.507,2.866
0.324,0.002,0.325,0.322,0.001,0.323,0.649,0.329
0.913,0.055,0.968,0.858,0.050,0.865,1.881,1.078
0.937,0.352,1.289,0.584,0.330,0.693,2.225,1.993
0.572,0.469,1.041,0.103,0.268,0.390,1.614,1.979
0.700,0.583,1.282,0.117,0.408,0.442,1.982,2.448
0.160,0.035,0.195,0.125,0.006,0.154,0.355,0.265
0.302,0.558,0.860,0.255,0.169,0.194,1.162,1.975
0.255,0.422,0.677,0.167,0.108,0.180,0.933,1.521
0.799,0.375,1.173,0.424,0.299,0.581,1.972,1.923
0.250,0.753,1.003,0.503,0.188,0.143,1.253,2.509
0.445,0.651,1.096,0.206,0.290,0.270,1.541,2.398
0.819,0.421,1.240,0.398,0.345,0.577,2.060,2.083
0.432,0.611,1.043,0.179,0.264,0.268,1.475,2.264
0.412,0.690,1.102,0.278,0.284,0.244,1.513,2.482
0.579,0.622,1.200,0.043,0.360,0.357,1.779,2.444
0.729,0.380,1.109,0.349,0.277,0.528,1.839,1.870
0.300,0.460,0.760,0.160,0.138,0.205,1.059,1.679
0.491,0.800,1.291,0.309,0.393,0.273,1.782,2.891
0.855,0.415,1.270,0.440,0.355,0.604,2.125,2.099
0.071,0.536,0.607,0.465,0.038,0.046,0.677,1.679
0.650,0.188,0.839,0.462,0.123,0.547,1.489,1.215
0.838,0.067,0.905,0.771,0.056,0.785,1.742,1.039
0.439,0.082,0.521,0.357,0.036,0.406,0.960,0.685
0.606,0.698,1.304,0.092,0.423,0.357,1.911,2.701
0.663,0.702,1.366,0.039,0.466,0.390,2.029,2.770
0.928,0.464,1.392,0.464,0.431,0.634,2.320,2.320
0.434,0.275,0.708,0.159,0.119,0.340,1.142,1.258
0.446,0.553,0.999,0.107,0.246,0.287,1.445,2.104
0.997,0.615,1.613,0.382,0.614,0.618,2.610,2.843
0.833,0.571,1.404,0.262,0.476,0.530,2.237,2.547
0.476,0.400,0.876,0.077,0.191,0.340,1.353,1.676
0.028,0.478,0.506,0.449,0.014,0.019,0.534,1.461
0.096,0.708,0.804,0.612,0.068,0.056,0.900,2.220
0.396,0.225,0.621,0.172,0.089,0.324,1.018,1.071
0.754,0.281,1.035,0.473,0.212,0.589,1.789,1.597
0.354,0.232,0.586,0.122,0.082,0.287,0.940,1.050
0.829,0.284,1.113,0.545,0.235,0.646,1.942,1.680
0.717,0.113,0.831,0.604,0.081,0.644,1.548,1.058
0.333,0.797,1.131,0.464,0.266,0.186,1.464,2.725
0.589,0.189,0.778,0.400,0.111,0.495,1.367,1.156
0.136,0.368,0.505,0.232,0.050,0.100,0.641,1.241
0.444,0.860,1.303,0.416,0.381,0.239,1.747,3.022
0.579,0.489,1.068,0.090,0.283,0.389,1.647,2.046
0.602,0.761,1.363,0.158,0.458,0.342,1.965,2.884
0.720,0.504,1.224,0.217,0.363,0.479,1.944,2.231
0.512,0.485,0.997,0.027,0.248,0.345,1.509,1.967
0.889,0.217,1.106,0.672,0.193,0.731,1.996,1.540
0.744,0.366,1.110,0.378,0.272,0.545,1.854,1.841
0.699,0.067,0.766,0.631,0.047,0.655,1.465,0.901
0.067,0.148,0.215,0.081,0.010,0.059,0.283,0.512
0.300,0.983,1.283,0.684,0.295,0.151,1.582,3.249
0.619,0.006,0.625,0.613,0.004,0.616,1.245,0.637
0.294,0.661,0.955,0.368,0.194,0.177,1.248,2.278
0.058,0.525,0.583,0.468,0.030,0.038,0.641,1.634
0.270,0.552,0.822,0.282,0.149,0.174,1.092,1.926
0.392,0.913,1.305,0.522,0.358,0.205,1.697,3.132
0.519,0.242,0.760,0.277,0.125,0.418,1.279,1.244
0.389,0.707,1.096,0.318,0.275,0.228,1.485,2.511
0.623,0.971,1.594,0.348,0.605,0.316,2.217,3.536
0.583,0.207,0.790,0.376,0.121,0.483,1.373,1.205
0.915,0.054,0.969,0.862,0.049,0.869,1.884,1.076
0.264,0.302,0.566,0.037,0.080,0.203,0.831,1.170
0.693,0.223,0.916,0.470,0.155,0.566,1.609,1.362
0.348,0.990,1.338,0.642,0.344,0.175,1.686,3.318
0.369,0.037,0.406,0.332,0.014,0.356,0.776,0.480
0.382,0.292,0.674,0.090,0.112,0.296,1.056,1.258
0.720,0.674,1.394,0.046,0.485,0.430,2.114,2.742
0.918,0.422,1.339,0.496,0.387,0.645,2.257,2.183
0.016,0.254,0.269,0.238,0.004,0.012,0.285,0.776
0.730,0.622,1.352,0.108,0.454,0.450,2.082,2.597
0.463,0.588,1.051,0.125,0.272,0.291,1.513,2.226
0.722,0.893,1.615,0.171,0.645,0.381,2.337,3.401
0.196,0.505,0.701,0.309,0.099,0.130,0.897,1.711
0.227,0.761,0.988,0.533,0.173,0.129,1.216,2.509
0.354,0.829,1.183,0.474,0.294,0.194,1.537,2.840
0.398,0.327,0.725,0.071,0.130,0.300,1.124,1.379
0.979,0.917,1.897,0.062,0.898,0.511,2.876,3.731
0.771,0.031,0.802,0.740,0.024,0.748,1.573,0.864
0.550,0.276,0.826,0.273,0.152,0.431,1.376,1.379
0.767,0.810,1.577,0.043,0.621,0.424,2.345,3.197
0.429,0.040,0.469,0.389,0.017,0.413,0.899,0.549
0.513,0.629,1.141,0.116,0.322,0.315,1.654,2.399
0.313,0.182,0.495,0.131,0.057,0.265,0.808,0.860
0.421,0.303,0.724,0.118,0.128,0.323,1.145,1.330
0.656,0.438,1.094,0.218,0.287,0.456,1.750,1.970
0.131,0.348,0.479,0.216,0.046,0.098,0.611,1.175
0.911,0.574,1.484,0.337,0.522,0.579,2.395,2.632
0.570,0.213,0.784,0.357,0.122,0.470,1.354,1.211
0.369,0.665,1.034,0.296,0.245,0.222,1.403,2.363
0.613,0.423,1.036,0.191,0.259,0.431,1.650,1.882
0.744,0.779,1.523,0.035,0.580,0.418,2.267,3.081
0.433,0.549,0.982,0.116,0.238,0.280,1.415,2.080
0.234,0.940,1.174,0.706,0.220,0.121,1.408,3.054
0.433,0.719,1.153,0.286,0.312,0.252,1.586,2.592
0.208,0.922,1.130,0.714,0.192,0.108,1.339,2.975
0.890,0.809,1.699,0.082,0.720,0.492,2.589,3.317
0.985,0.808,1.792,0.177,0.795,0.545,2.777,3.408
0.560,0.198,0.758,0.361,0.111,0.467,1.318,1.155
0.200,0.809,1.009,0.610,0.162,0.110,1.209,2.628
0.722,0.108,0.830,0.614,0.078,0.652,1.552,1.045
0.489,0.982,1.471,0.493,0.480,0.247,1.960,3.434
0.004,0.049,0.053,0.046,0.000,0.003,0.057,0.152
0.510,0.263,0.773,0.247,0.134,0.404,1.282,1.298
0.873,0.527,1.400,0.346,0.460,0.572,2.273,2.454
0.841,0.678,1.519,0.163,0.570,0.501,2.359,2.874
0.779,0.800,1.578,0.021,0.623,0.433,2.357,3.178
0.252,0.097,0.349,0.155,0.024,0.229,0.600,0.542
0.843,0.229,1.072,0.614,0.193,0.686,1.915,1.530
0.647,0.496,1.143,0.151,0.321,0.433,1.790,2.135
0.820,0.579,1.399,0.241,0.475,0.519,2.219,2.557
0.187,0.749,0.936,0.562,0.140,0.107,1.122,2.434
0.286,0.052,0.338,0.234,0.015,0.271,0.623,0.442
0.842,0.013,0.854,0.829,0.011,0.831,1.696,0.880
0.769,0.192,0.961,0.577,0.148,0.645,1.730,1.345
0.392,0.113,0.504,0.279,0.044,0.352,0.896,0.730
0.153,0.789,0.942,0.637,0.121,0.085,1.095,2.521
0.980,0.691,1.671,0.289,0.677,0.579,2.651,3.053
0.646,0.958,1.603,0.312,0.618,0.330,2.249,3.519
0.887,0.734,1.622,0.153,0.652,0.512,2.509,3.090
0.437,0.777,1.214,0.339,0.339,0.246,1.651,2.767
0.424,0.449,0.873,0.025,0.190,0.293,1.297,1.770
0.314,0.684,0.998,0.370,0.215,0.186,1.312,2.366
0.913,0.921,1.834,0.008,0.841,0.475,2.747,3.676
0.518,0.754,1.272,0.236,0.390,0.295,1.790,2.780
0.105,0.380,0.484,0.275,0.040,0.076,0.589,1.244
