0.782,0.333,1.115,1.248,1.359,1.697,4.516,3.848,0.668
0.963,0.832,1.794,0.315,1.207,0.381,1.356,1.036,0.320
0.288,0.045,0.333,1.093,1.985,2.170,1.676,1.285,0.391
0.060,0.328,0.388,0.471,0.824,0.389,3.152,1.592,1.560
0.448,0.781,1.230,1.923,0.098,0.188,3.248,2.148,1.101
0.468,0.728,1.196,1.557,1.709,2.662,1.157,4.697,3.540
0.260,0.871,1.132,1.641,0.724,1.188,1.777,1.083,0.694
0.035,0.288,0.323,0.512,1.464,0.749,0.426,0.491,0.065
0.753,0.219,0.972,1.831,1.927,3.528,2.694,4.615,1.922
0.059,0.587,0.645,1.816,1.804,3.276,0.635,0.961,0.325
0.123,0.405,0.529,0.683,1.047,0.715,0.567,4.867,4.300
0.920,0.875,1.795,0.086,0.037,0.003,3.168,2.221,0.946
0.633,0.157,0.789,0.334,0.184,0.061,1.394,2.876,1.482
0.624,0.102,0.726,1.160,0.386,0.448,0.269,3.093,2.824
0.441,0.237,0.677,0.534,0.777,0.415,3.406,3.590,0.183
0.492,0.598,1.090,1.202,1.923,2.312,0.815,1.441,0.626
0.117,0.230,0.348,1.439,1.482,2.133,4.680,3.347,1.332
0.819,0.087,0.906,0.931,1.110,1.033,4.336,0.611,3.726
0.907,0.076,0.983,0.275,1.200,0.330,3.963,1.281,2.682
0.089,0.847,0.936,0.385,1.480,0.569,3.545,3.397,0.147
0.193,0.730,0.924,1.083,0.058,0.063,2.128,1.228,0.900
0.314,0.885,1.199,1.491,1.520,2.266,0.118,1.130,1.012
0.954,0.574,1.527,0.770,0.452,0.347,3.502,4.941,1.439
0.993,0.092,1.085,0.625,1.342,0.839,4.676,4.368,0.308
0.230,0.896,1.126,0.503,1.761,0.885,1.675,1.695,0.020
0.041,0.229,0.270,0.229,1.446,0.331,3.152,0.268,2.884
0.918,0.961,1.879,1.304,0.349,0.456,1.523,0.595,0.929
0.541,0.007,0.548,0.221,1.796,0.397,4.690,3.177,1.513
0.369,0.031,0.400,0.104,0.954,0.099,3.788,1.928,1.859
0.371,0.418,0.789,1.005,0.867,0.871,4.651,0.437,4.213
0.987,0.455,1.442,1.916,1.800,3.449,3.234,1.501,1.733
0.259,0.939,1.198,0.440,0.586,0.258,0.471,4.670,4.199
0.755,0.021,0.776,0.546,0.328,0.179,0.410,0.524,0.115
0.161,0.863,1.024,0.849,1.104,0.937,4.292,3.363,0.929
0.356,0.609,0.965,1.806,0.298,0.539,2.687,1.990,0.697
0.184,0.821,1.005,0.731,0.458,0.335,4.743,1.453,3.290
0.764,0.326,1.090,1.410,1.913,2.698,3.274,3.132,0.142
0.470,0.927,1.397,0.467,0.017,0.008,2.669,0.297,2.372
0.300,0.578,0.878,1.394,0.202,0.282,0.629,0.896,0.267
0.623,0.801,1.424,0.464,0.428,0.199,3.698,0.733,2.966
0.639,0.930,1.570,1.225,1.659,2.032,3.540,4.314,0.774
0.941,0.479,1.420,0.787,0.437,0.343,1.364,1.245,0.119
0.286,0.277,0.563,1.266,1.349,1.708,4.102,1.212,2.890
0.334,0.471,0.804,1.651,0.007,0.011,0.623,1.408,0.784
0.775,0.893,1.668,1.191,0.561,0.668,2.747,1.731,1.016
0.754,0.327,1.081,1.302,1.085,1.413,1.097,4.666,3.569
0.154,0.439,0.593,1.923,0.077,0.147,3.745,2.331,1.414
0.914,0.057,0.971,1.038,1.835,1.906,4.053,2.066,1.986
0.083,0.551,0.634,0.051,0.087,0.004,0.345,3.492,3.147
0.539,0.680,1.219,1.217,1.661,2.021,2.500,1.817,0.683
0.218,0.978,1.196,0.086,0.299,0.026,2.025,0.014,2.011
0.205,0.780,0.984,1.744,0.795,1.387,3.158,2.568,0.590
0.930,0.977,1.907,1.400,1.477,2.068,4.781,1.237,3.544
0.456,0.250,0.706,0.852,0.274,0.233,1.406,4.488,3.081
0.745,0.884,1.629,0.835,1.367,1.142,2.755,2.298,0.457
0.487,0.521,1.008,0.260,1.317,0.342,0.565,0.288,0.278
0.436,0.865,1.301,1.929,1.607,3.100,3.809,1.672,2.137
0.937,0.309,1.246,1.183,1.713,2.027,1.587,0.080,1.506
0.705,0.610,1.315,1.259,1.834,2.308,2.595,1.354,1.242
0.314,0.327,0.641,0.723,0.888,0.641,3.760,4.924,1.164
0.377,0.998,1.375,1.343,1.312,1.763,0.776,4.324,3.548
0.114,0.525,0.638,1.077,1.737,1.871,4.257,3.483,0.774
0.537,0.166,0.703,0.148,1.622,0.241,4.137,3.958,0.179
0.786,0.908,1.694,0.244,0.880,0.214,3.412,0.626,2.786
0.673,0.521,1.194,1.178,1.148,1.352,3.331,1.209,2.122
0.798,0.138,0.936,0.575,1.986,1.142,3.900,0.821,3.080
0.516,0.501,1.018,1.545,0.243,0.376,0.430,4.576,4.147
0.700,0.329,1.028,1.624,0.995,1.616,0.270,4.745,4.475
0.675,0.713,1.389,0.257,1.991,0.511,1.731,4.539,2.808
0.491,0.383,0.874,1.879,0.436,0.819,3.161,0.569,2.592
0.961,0.417,1.378,1.129,1.553,1.754,1.035,1.339,0.304
0.292,0.529,0.820,0.428,1.796,0.769,0.611,0.756,0.145
0.413,0.750,1.163,0.585,0.803,0.469,4.851,3.818,1.033
0.022,0.981,1.003,0.870,1.835,1.597,0.252,4.970,4.719
0.150,0.473,0.623,0.412,0.352,0.145,3.080,1.372,1.708
0.282,0.235,0.517,0.345,0.736,0.254,2.706,3.113,0.407
0.054,0.965,1.019,1.131,1.465,1.657,2.171,1.153,1.018
0.721,0.095,0.816,1.546,0.849,1.313,1.840,2.613,0.773
0.533,0.852,1.385,1.201,0.206,0.248,3.872,3.730,0.142
0.137,0.307,0.444,0.020,0.606,0.012,4.020,4.582,0.561
0.004,0.927,0.931,0.920,1.843,1.696,1.869,1.690,0.179
0.727,0.576,1.303,1.253,1.231,1.542,4.654,2.720,1.934
0.392,0.324,0.716,1.034,0.503,0.520,2.284,0.528,1.756
0.224,0.496,0.721,1.110,0.518,0.575,2.264,4.503,2.239
0.159,0.854,1.014,1.275,1.794,2.288,0.056,0.715,0.659
0.598,0.575,1.172,1.441,1.164,1.677,1.559,2.516,0.958
0.016,0.706,0.721,0.356,1.161,0.414,2.164,4.062,1.898
0.354,0.692,1.045,1.182,1.821,2.153,2.623,1.501,1.123
0.608,0.223,0.832,0.211,1.052,0.222,2.604,2.358,0.246
0.796,0.344,1.141,1.098,0.661,0.726,1.955,4.499,2.544
0.765,0.843,1.608,1.261,1.355,1.708,4.217,4.442,0.225
0.064,0.663,0.727,1.762,0.972,1.712,0.661,3.203,2.542
0.431,0.598,1.029,1.102,1.640,1.807,3.176,2.878,0.297
0.196,0.183,0.380,1.399,0.578,0.808,2.955,2.671,0.284
0.189,0.320,0.510,0.005,0.402,0.002,4.954,2.933,2.021
0.484,0.503,0.988,1.901,1.851,3.519,2.063,1.151,0.912
0.732,0.266,0.998,0.022,0.909,0.020,0.265,1.190,0.925
0.856,0.133,0.989,1.501,1.590,2.387,0.167,4.995,4.827
0.625,0.818,1.443,0.731,0.490,0.358,3.406,2.740,0.667
0.416,0.696,1.112,0.800,1.101,0.881,1.912,1.621,0.290
0.256,0.337,0.593,1.644,0.345,0.567,2.745,0.189,2.556
0.301,0.783,1.084,1.020,0.512,0.522,1.594,3.140,1.546
0.519,0.216,0.735,1.212,0.297,0.359,1.997,3.795,1.798
0.372,0.846,1.218,0.706,1.651,1.166,2.284,3.640,1.356
0.280,0.346,0.626,1.333,0.927,1.235,0.561,4.158,3.597
0.608,0.910,1.517,0.655,0.140,0.092,2.587,4.607,2.020
0.185,0.617,0.802,1.818,1.323,2.404,3.898,3.564,0.334
0.542,0.667,1.209,1.550,0.137,0.213,2.180,1.545,0.635
0.052,0.683,0.735,1.582,1.784,2.822,1.053,4.283,3.231
0.523,0.694,1.217,0.056,0.789,0.044,1.019,3.703,2.684
0.470,0.017,0.488,1.405,0.692,0.973,1.462,0.980,0.482
0.201,0.648,0.849,1.681,1.790,3.009,4.882,0.514,4.368
0.750,0.165,0.915,1.825,1.237,2.257,3.297,3.398,0.102
0.183,0.464,0.646,0.424,1.273,0.540,1.165,1.572,0.406
0.304,0.452,0.756,1.626,0.886,1.442,0.236,0.836,0.600
0.426,0.904,1.330,0.120,0.286,0.034,2.084,0.360,1.724
0.844,0.149,0.994,1.461,1.317,1.924,0.870,1.706,0.836
0.652,0.536,1.189,0.852,1.458,1.242,1.899,1.430,0.469
0.793,0.887,1.679,0.721,0.015,0.011,1.920,2.617,0.697
0.512,0.914,1.426,1.737,0.404,0.702,3.182,3.776,0.594
0.263,0.918,1.180,1.788,1.428,2.554,1.822,4.956,3.134
0.828,0.784,1.612,1.498,1.768,2.647,4.476,2.192,2.284
0.683,0.603,1.286,0.098,0.116,0.011,3.997,0.980,3.017
0.768,0.553,1.321,1.666,0.553,0.921,4.942,0.160,4.782
0.975,0.787,1.762,1.343,0.959,1.287,1.323,1.079,0.245
0.226,0.753,0.979,0.728,0.472,0.344,3.919,2.809,1.110
0.205,0.815,1.019,0.160,0.339,0.054,0.089,2.751,2.663
0.789,0.068,0.857,1.131,1.077,1.218,3.378,1.735,1.643
0.948,0.822,1.770,1.746,1.819,3.176,2.656,0.501,2.155
0.332,0.170,0.502,0.521,1.250,0.652,0.723,2.480,1.757
0.509,0.040,0.549,1.544,1.311,2.024,0.213,0.796,0.583
0.064,0.171,0.235,0.442,1.927,0.851,1.255,2.007,0.752
0.417,0.434,0.851,1.707,0.247,0.421,2.135,3.972,1.836
0.412,0.449,0.861,0.164,0.225,0.037,2.660,1.493,1.167
0.599,0.350,0.950,1.113,1.347,1.499,1.399,3.324,1.925
0.700,0.506,1.206,0.303,1.235,0.374,1.110,2.822,1.711
0.157,0.995,1.153,0.850,1.086,0.923,3.227,3.975,0.748
0.618,0.303,0.921,0.665,0.801,0.532,1.041,0.709,0.332
0.204,0.769,0.974,1.057,0.135,0.143,4.120,0.472,3.648
0.310,0.672,0.982,0.139,0.932,0.130,3.515,2.746,0.769
0.462,0.966,1.428,0.580,0.725,0.421,4.056,0.406,3.650
0.183,0.827,1.010,0.630,1.249,0.786,1.729,3.679,1.950
0.368,0.527,0.895,0.498,1.187,0.591,1.733,1.044,0.689
0.890,0.715,1.605,0.532,0.370,0.197,0.010,3.705,3.695
0.704,0.635,1.339,1.721,0.115,0.197,1.465,3.250,1.786
0.357,0.131,0.489,0.948,0.389,0.369,0.640,3.891,3.251
0.660,0.928,1.588,1.955,1.121,2.191,3.176,2.443,0.733
0.137,0.748,0.885,0.566,0.523,0.296,4.659,0.389,4.270
0.868,0.210,1.078,0.430,1.023,0.440,4.220,4.415,0.195
0.014,0.999,1.013,1.518,0.937,1.423,2.534,2.148,0.386
0.353,0.428,0.780,1.293,1.017,1.314,0.936,0.795,0.141
0.967,0.940,1.907,1.384,1.361,1.883,2.667,1.406,1.261
0.899,0.817,1.716,1.389,0.910,1.264,0.232,4.112,3.880
0.462,0.865,1.327,0.829,1.647,1.365,1.652,2.190,0.539
0.629,0.270,0.900,0.875,1.172,1.025,3.596,2.983,0.612
0.641,0.718,1.360,1.027,0.847,0.870,3.478,1.235,2.243
0.261,0.694,0.954,0.315,1.252,0.394,0.480,3.128,2.647
0.387,0.147,0.534,1.997,1.970,3.934,3.210,3.988,0.777
0.887,0.189,1.076,0.031,0.641,0.020,0.222,4.519,4.297
0.996,0.025,1.021,1.082,0.003,0.003,0.572,2.848,2.275
0.984,0.689,1.673,1.540,0.291,0.448,3.161,2.727,0.434
0.773,0.381,1.154,0.272,0.347,0.094,2.453,4.246,1.793
0.148,0.821,0.969,0.018,0.564,0.010,2.059,0.832,1.227
0.080,0.524,0.604,1.196,1.632,1.951,0.787,2.157,1.370
0.431,0.147,0.578,0.112,1.826,0.205,4.802,0.600,4.202
0.031,0.329,0.360,1.607,0.356,0.572,1.417,1.634,0.217
0.682,0.695,1.377,1.777,0.721,1.282,0.963,4.725,3.761
0.913,0.494,1.407,1.600,1.081,1.730,2.877,0.013,2.864
0.962,0.620,1.582,1.777,1.083,1.924,3.205,4.037,0.831
0.976,0.551,1.527,0.320,1.966,0.630,1.521,4.317,2.795
0.206,0.545,0.752,0.328,1.041,0.342,3.536,0.670,2.866
0.520,0.854,1.373,0.289,0.827,0.239,4.620,3.106,1.514
0.590,0.327,0.917,1.544,0.457,0.705,4.563,3.415,1.148
0.204,0.421,0.625,1.191,0.895,1.066,4.208,3.979,0.228
0.816,0.177,0.993,0.319,0.316,0.101,4.085,0.275,3.809
0.724,0.536,1.259,0.400,1.339,0.536,2.682,2.238,0.444
0.093,0.320,0.413,1.864,1.989,3.706,4.614,2.423,2.191
0.072,0.259,0.332,0.718,0.897,0.644,3.532,4.043,0.511
0.694,0.808,1.502,1.306,1.923,2.512,4.989,0.779,4.210
0.389,0.866,1.255,1.036,1.074,1.113,4.550,1.578,2.972
0.084,0.197,0.281,1.579,0.126,0.198,1.275,3.934,2.659
0.575,0.740,1.315,1.758,1.584,2.783,4.270,4.474,0.204
0.704,0.257,0.961,1.828,1.337,2.444,3.385,0.580,2.805
0.982,0.526,1.508,0.007,1.153,0.008,4.485,0.810,3.675
0.719,0.682,1.402,1.554,1.765,2.743,3.406,1.967,1.439
0.533,0.180,0.713,1.278,1.680,2.146,2.662,2.646,0.015
0.896,0.498,1.394,1.088,0.981,1.067,0.306,2.457,2.151
0.208,0.802,1.010,0.483,0.857,0.414,4.774,2.676,2.098
0.227,0.336,0.562,1.291,1.926,2.486,4.295,4.426,0.131
0.247,0.423,0.670,1.417,0.923,1.308,0.904,0.059,0.845
0.053,0.834,0.887,0.605,0.986,0.597,1.094,2.366,1.272
0.323,0.465,0.789,1.864,1.659,3.092,2.626,4.865,2.240
0.961,0.805,1.766,1.292,0.188,0.243,1.877,1.044,0.833
0.077,0.639,0.716,0.190,0.929,0.177,2.249,1.343,0.906
0.272,0.842,1.114,0.782,0.173,0.135,3.122,2.989,0.134
0.662,0.620,1.282,0.254,1.571,0.399,2.751,2.789,0.038
0.810,0.593,1.403,0.430,0.363,0.156,2.297,3.557,1.260
0.518,0.871,1.389,0.733,1.804,1.323,0.158,0.897,0.738
0.784,0.324,1.108,1.432,0.904,1.294,0.410,0.894,0.484
0.752,0.534,1.286,0.040,0.577,0.023,0.342,2.999,2.657
0.268,0.867,1.135,1.742,0.739,1.287,4.443,4.315,0.128
0.878,0.292,1.170,0.000,0.949,0.000,1.167,1.806,0.639
0.214,0.470,0.684,0.466,1.814,0.845,4.789,0.597,4.192
0.786,0.738,1.525,1.273,0.996,1.268,1.912,0.202,1.711
0.719,0.457,1.176,1.763,1.606,2.831,0.906,0.527,0.379
0.505,0.656,1.161,1.430,1.011,1.445,1.846,2.603,0.757
0.748,0.470,1.217,1.888,1.624,3.065,3.384,3.009,0.376
0.571,0.715,1.286,1.357,1.598,2.168,1.081,3.066,1.985
0.383,0.007,0.390,0.968,1.510,1.462,4.327,1.337,2.990
0.027,0.320,0.348,1.635,0.012,0.020,3.599,3.250,0.349
0.818,0.872,1.689,0.175,0.586,0.103,3.986,4.246,0.260
0.765,0.072,0.837,0.837,0.241,0.201,0.638,4.425,3.787
0.466,0.656,1.122,1.066,1.100,1.172,0.153,4.490,4.337
0.784,0.055,0.839,0.071,1.987,0.142,4.965,3.692,1.273
0.948,0.653,1.601,0.588,0.894,0.526,4.844,2.770,2.074
0.988,0.156,1.144,0.575,0.798,0.459,2.687,4.171,1.484
0.056,0.099,0.155,0.121,0.719,0.087,4.394,1.330,3.065
0.673,0.861,1.535,1.893,0.586,1.108,3.216,2.995,0.220
0.832,0.354,1.186,1.243,1.383,1.720,0.608,3.297,2.689
0.520,0.464,0.984,1.320,0.130,0.171,3.221,1.116,2.105
0.297,0.325,0.622,0.583,1.477,0.861,0.305,4.111,3.806
0.091,0.073,0.164,0.607,0.671,0.407,0.731,0.651,0.080
0.999,0.021,1.020,0.388,1.469,0.571,3.772,4.198,0.426
0.429,0.899,1.328,1.657,0.386,0.639,3.371,0.855,2.516
0.193,0.187,0.380,0.260,1.998,0.520,1.773,1.572,0.201
0.517,0.485,1.002,0.658,0.843,0.555,1.306,2.888,1.583
0.777,0.888,1.665,0.338,0.759,0.257,0.706,0.616,0.090
0.530,0.693,1.223,0.302,1.553,0.469,1.813,4.306,2.492
0.775,0.123,0.898,0.064,1.837,0.117,1.875,0.020,1.855
0.993,0.319,1.313,1.789,1.106,1.978,0.383,3.756,3.373
0.310,0.655,0.966,1.392,0.123,0.171,1.483,1.603,0.120
0.610,0.499,1.109,0.538,1.029,0.554,1.993,4.773,2.780
0.426,0.028,0.453,0.508,1.709,0.868,0.385,0.226,0.159
0.018,0.145,0.163,0.083,0.899,0.075,1.470,1.140,0.331
0.678,0.687,1.365,0.318,1.985,0.631,1.165,1.510,0.344
0.291,0.358,0.649,1.516,0.748,1.133,3.941,0.222,3.719
0.308,0.581,0.889,0.675,0.036,0.024,4.488,4.553,0.065
0.877,0.935,1.811,0.175,0.080,0.014,3.490,1.654,1.836
1.000,0.996,1.995,0.064,0.496,0.032,0.253,1.799,1.546
0.725,0.814,1.540,1.271,1.493,1.898,3.479,0.963,2.517
0.287,0.755,1.042,1.765,1.538,2.714,2.860,4.055,1.195
0.277,0.403,0.679,1.349,1.852,2.497,4.754,1.053,3.701
0.717,0.138,0.855,1.488,0.007,0.010,1.527,4.399,2.872
0.372,0.454,0.826,0.428,0.400,0.171,4.723,0.961,3.762
0.593,0.165,0.757,1.836,1.418,2.604,0.497,2.743,2.247
0.652,0.234,0.886,1.712,0.690,1.182,1.066,4.324,3.258
0.228,0.795,1.022,0.161,0.332,0.054,3.909,2.395,1.514
0.475,0.676,1.151,1.559,0.867,1.352,2.424,3.872,1.448
0.394,0.552,0.946,1.087,0.727,0.790,2.666,0.569,2.097
0.567,0.916,1.482,0.777,0.234,0.182,2.709,2.543,0.166
0.454,0.306,0.759,0.654,1.135,0.742,0.959,0.066,0.893
0.318,0.898,1.216,0.858,0.777,0.666,3.001,3.231,0.230
0.472,0.229,0.701,0.119,0.892,0.106,4.286,2.614,1.672
0.495,0.269,0.764,1.150,0.271,0.312,2.649,4.263,1.614
0.817,0.923,1.740,1.574,1.415,2.227,2.570,3.278,0.709
0.881,0.784,1.665,0.707,1.755,1.240,2.621,4.002,1.381
0.973,0.559,1.532,1.718,1.537,2.640,1.207,0.758,0.449
0.989,0.315,1.304,0.047,1.867,0.087,2.433,4.568,2.134
0.464,0.983,1.447,1.668,0.381,0.635,3.722,0.121,3.601
0.542,0.802,1.344,1.934,1.057,2.044,1.387,0.561,0.826
0.820,0.946,1.766,0.020,0.592,0.012,3.904,2.751,1.153
0.748,0.120,0.868,0.543,1.543,0.837,1.023,2.658,1.635
0.610,0.661,1.270,1.307,1.669,2.182,2.897,1.526,1.371
0.894,0.925,1.819,1.521,0.351,0.534,3.566,2.861,0.704
0.902,0.745,1.647,0.485,0.627,0.304,1.223,3.560,2.337
0.064,0.987,1.052,0.723,1.916,1.384,1.054,2.578,1.524
0.335,0.269,0.604,1.852,0.938,1.738,2.802,2.184,0.618
0.243,0.761,1.004,0.359,1.870,0.672,1.813,1.549,0.263
0.525,0.052,0.577,0.906,0.913,0.828,3.671,2.766,0.905
0.967,0.016,0.983,1.115,0.035,0.039,0.238,2.632,2.393
0.067,0.622,0.689,1.291,1.398,1.806,1.025,1.524,0.499
0.410,0.902,1.312,1.285,1.737,2.232,2.448,3.338,0.891
0.872,0.018,0.889,1.058,0.344,0.364,0.667,4.923,4.256
0.777,0.146,0.923,1.271,1.990,2.530,3.731,2.301,1.431
0.176,0.342,0.519,1.981,0.452,0.896,1.339,2.064,0.725
0.201,0.669,0.870,0.773,1.923,1.487,3.188,2.895,0.293
0.987,0.285,1.272,1.014,0.690,0.700,2.109,2.585,0.476
0.965,0.696,1.661,0.441,0.996,0.439,0.088,3.797,3.709
0.367,0.124,0.492,1.406,0.688,0.967,4.761,2.628,2.133
0.526,0.883,1.408,0.852,1.085,0.924,1.706,0.270,1.436
0.075,0.900,0.976,1.840,1.453,2.674,2.602,4.583,1.981
0.364,0.822,1.186,0.151,0.267,0.040,1.765,3.078,1.313
0.281,0.853,1.134,1.662,1.592,2.646,0.066,4.327,4.261
0.509,0.626,1.135,1.818,0.117,0.213,2.929,3.330,0.402
0.335,0.672,1.006,1.907,0.897,1.711,2.295,3.321,1.026
0.763,0.335,1.097,0.783,1.863,1.459,0.648,4.195,3.546
0.455,0.164,0.619,1.145,0.654,0.749,2.285,1.727,0.558
0.937,0.758,1.695,0.266,1.200,0.320,4.412,3.027,1.385
0.422,0.306,0.728,1.646,1.000,1.647,1.414,2.183,0.769
0.841,0.988,1.829,1.934,0.383,0.740,4.879,3.176,1.703
0.242,0.195,0.437,0.047,1.535,0.072,4.699,2.091,2.608
0.802,0.183,0.984,1.146,0.765,0.877,2.909,4.600,1.692
0.658,0.663,1.321,0.214,0.715,0.153,3.666,3.705,0.038
0.850,0.300,1.149,0.804,0.241,0.193,1.598,3.881,2.283
0.305,0.019,0.325,1.664,1.888,3.142,4.793,4.675,0.118
0.549,0.019,0.568,1.867,0.593,1.107,0.372,4.525,4.153
0.284,0.939,1.223,1.524,1.227,1.871,3.585,0.791,2.795
0.845,0.386,1.230,1.193,0.221,0.263,1.144,1.249,0.106
0.314,0.980,1.294,0.330,1.218,0.402,2.995,4.380,1.385
0.363,0.317,0.681,1.049,0.128,0.134,2.855,4.210,1.355
0.375,0.799,1.174,1.204,0.574,0.691,2.795,0.563,2.232
0.192,0.797,0.989,0.887,1.814,1.609,4.166,2.354,1.812
0.859,0.207,1.066,0.454,1.338,0.607,0.913,1.659,0.746
0.244,0.595,0.839,0.161,0.168,0.027,2.208,2.363,0.155
0.540,0.439,0.979,0.893,0.908,0.811,4.481,3.501,0.980
0.210,0.194,0.404,0.131,1.425,0.186,2.912,0.255,2.657
0.734,0.721,1.455,0.116,1.015,0.118,1.316,1.690,0.374
0.336,0.171,0.507,0.584,0.024,0.014,2.607,1.046,1.561
0.859,0.827,1.687,1.816,0.682,1.238,4.280,1.155,3.125
0.907,0.532,1.438,0.518,1.858,0.963,3.767,4.859,1.092
0.067,0.531,0.598,1.843,1.866,3.438,1.426,1.112,0.314
0.857,0.618,1.475,0.994,1.242,1.235,0.425,0.666,0.241
0.842,0.684,1.526,1.741,0.087,0.152,4.268,3.063,1.205
0.412,0.940,1.352,0.742,0.327,0.242,1.324,1.685,0.361
0.390,0.581,0.971,0.383,1.322,0.506,3.403,3.054,0.349
0.805,0.216,1.021,0.433,1.131,0.489,2.516,2.538,0.022
0.478,0.855,1.333,0.224,1.066,0.238,1.133,2.665,1.532
0.864,0.187,1.051,1.669,0.205,0.341,4.115,3.048,1.067
0.193,0.125,0.318,1.257,1.259,1.583,2.720,4.718,1.998
0.107,0.641,0.748,1.375,1.640,2.254,4.646,1.678,2.968
0.160,0.996,1.156,1.515,1.489,2.255,3.736,1.286,2.450
0.883,0.095,0.979,1.415,1.653,2.340,0.634,2.539,1.905
0.126,0.295,0.420,1.565,1.179,1.845,4.692,0.875,3.817
0.967,0.141,1.108,1.856,1.854,3.441,2.093,1.465,0.627
0.784,0.455,1.238,0.944,1.695,1.600,2.457,2.774,0.317
0.594,0.981,1.575,0.033,1.585,0.052,4.113,2.941,1.172
0.399,0.149,0.548,1.512,1.767,2.671,0.772,2.719,1.947
0.925,0.650,1.575,1.468,1.509,2.216,0.903,1.808,0.905
0.564,0.043,0.607,1.863,0.957,1.783,4.657,4.799,0.142
0.024,0.800,0.824,0.059,0.741,0.043,2.210,3.146,0.936
0.923,0.456,1.379,1.358,0.008,0.012,2.761,2.462,0.300
0.448,0.535,0.984,1.339,1.087,1.455,4.714,2.812,1.902
0.256,0.265,0.521,0.378,0.476,0.180,2.950,1.569,1.381
0.868,0.621,1.489,0.877,1.046,0.918,1.041,1.505,0.463
0.722,0.205,0.928,0.283,0.422,0.120,3.174,3.440,0.266
0.044,0.449,0.493,0.972,1.744,1.694,0.656,0.866,0.210
0.456,0.939,1.394,1.834,1.958,3.592,3.019,2.559,0.459
0.203,0.835,1.039,0.119,0.320,0.038,3.448,1.478,1.970
0.866,0.409,1.274,0.615,0.879,0.541,3.006,2.004,1.002
0.120,0.869,0.989,0.843,0.669,0.564,2.939,2.252,0.687
0.018,0.661,0.679,0.546,1.286,0.702,4.340,2.543,1.797
0.076,0.775,0.850,0.582,0.811,0.472,3.340,2.257,1.084
0.452,0.018,0.470,0.044,1.950,0.086,1.291,3.717,2.426
0.769,0.881,1.650,0.790,1.860,1.469,2.224,3.574,1.349
0.050,0.850,0.900,0.720,0.117,0.084,1.152,2.068,0.917
0.722,0.857,1.579,0.242,1.849,0.447,4.467,3.796,0.671
0.203,0.010,0.213,1.222,1.300,1.589,3.871,4.076,0.205
0.961,0.736,1.697,1.692,0.527,0.892,0.324,3.930,3.607
0.541,0.733,1.274,1.487,1.151,1.711,2.139,3.197,1.058
0.382,0.738,1.120,1.736,0.629,1.092,3.372,3.196,0.176
0.238,0.373,0.611,0.035,0.975,0.035,3.371,0.459,2.912
0.020,0.812,0.831,1.417,0.349,0.494,3.407,4.847,1.440
0.900,0.461,1.360,1.588,0.132,0.210,1.251,3.093,1.842
0.831,0.083,0.914,1.706,0.732,1.249,1.456,0.838,0.618
