0.728,1.455
0.151,0.302
0.006,0.013
0.610,1.221
0.800,1.601
0.868,1.735
0.334,0.669
0.428,0.856
0.641,1.282
0.200,0.399
0.116,0.233
0.671,1.341
0.513,1.025
0.538,1.076
0.497,0.993
0.408,0.816
0.597,1.194
0.096,0.192
0.227,0.453
0.238,0.477
0.396,0.792
0.284,0.568
0.579,1.158
0.049,0.098
0.501,1.001
0.823,1.646
0.166,0.331
0.437,0.875
0.024,0.048
0.434,0.869
0.014,0.029
0.406,0.812
0.023,0.045
0.671,1.342
0.674,1.347
0.550,1.099
0.190,0.380
0.221,0.442
0.035,0.070
0.503,1.006
0.682,1.364
0.633,1.266
0.044,0.087
0.421,0.842
0.139,0.277
0.548,1.095
0.045,0.089
0.533,1.065
0.592,1.183
0.386,0.772
0.981,1.963
0.306,0.612
0.958,1.916
0.056,0.113
0.554,1.109
0.293,0.586
0.774,1.547
0.187,0.374
0.101,0.201
0.325,0.650
0.700,1.400
0.608,1.216
0.727,1.454
0.222,0.444
0.191,0.383
0.189,0.378
0.581,1.162
0.156,0.311
0.888,1.776
0.607,1.214
0.265,0.529
0.933,1.866
0.231,0.463
0.205,0.411
0.215,0.431
0.288,0.575
0.510,1.020
0.359,0.717
0.484,0.968
0.504,1.009
0.797,1.593
0.315,0.631
0.547,1.094
0.891,1.781
0.587,1.173
0.172,0.345
0.103,0.206
0.425,0.850
0.953,1.906
0.308,0.617
0.403,0.806
0.152,0.303
0.420,0.841
0.210,0.420
0.254,0.508
0.085,0.171
0.159,0.318
0.447,0.894
0.577,1.154
0.295,0.589
0.155,0.310
0.808,1.615
0.511,1.022
0.445,0.890
0.434,0.868
0.736,1.472
0.187,0.373
0.069,0.138
0.690,1.380
0.847,1.695
0.233,0.465
0.291,0.582
0.747,1.495
0.751,1.502
0.442,0.884
0.350,0.700
0.038,0.075
0.428,0.856
0.852,1.704
0.271,0.542
0.609,1.218
0.994,1.987
0.266,0.532
0.851,1.702
0.835,1.671
0.053,0.105
0.437,0.873
0.290,0.579
0.056,0.111
0.126,0.251
0.889,1.778
0.196,0.392
0.998,1.996
0.318,0.635
0.201,0.403
0.765,1.530
0.954,1.908
0.125,0.250
0.150,0.299
0.592,1.184
0.876,1.753
0.163,0.325
0.661,1.322
0.752,1.505
0.272,0.544
0.131,0.261
0.643,1.286
0.564,1.127
0.179,0.358
0.788,1.576
0.380,0.761
0.214,0.428
0.463,0.926
0.298,0.596
0.035,0.071
0.088,0.176
0.484,0.967
0.703,1.406
0.628,1.255
0.830,1.661
0.859,1.718
0.683,1.365
0.205,0.410
0.572,1.145
0.700,1.400
0.401,0.803
0.990,1.980
0.732,1.465
0.020,0.041
0.202,0.404
0.639,1.279
0.800,1.600
0.493,0.986
0.585,1.169
0.677,1.354
0.080,0.159
0.977,1.953
0.153,0.307
0.248,0.496
0.157,0.314
0.522,1.045
0.924,1.848
0.961,1.921
0.061,0.122
0.785,1.571
0.035,0.070
0.097,0.193
0.459,0.917
0.226,0.453
0.139,0.279
0.086,0.171
0.460,0.920
0.417,0.834
0.171,0.341
0.269,0.538
0.582,1.163
0.356,0.712
0.981,1.961
0.263,0.527
0.451,0.902
0.415,0.829
0.503,1.006
0.827,1.653
0.765,1.531
0.902,1.805
0.020,0.040
0.833,1.667
0.304,0.608
0.627,1.253
0.863,1.726
0.506,1.012
0.924,1.848
0.918,1.836
0.060,0.120
0.609,1.219
0.094,0.189
0.202,0.403
0.765,1.529
0.429,0.859
0.949,1.898
0.097,0.195
0.603,1.205
0.773,1.546
0.229,0.458
0.790,1.580
0.174,0.347
0.639,1.279
0.395,0.789
0.155,0.310
0.189,0.378
0.537,1.074
0.494,0.987
0.430,0.859
0.613,1.225
0.865,1.730
0.640,1.281
0.194,0.387
0.535,1.069
0.706,1.413
0.061,0.123
0.189,0.377
0.603,1.207
0.870,1.740
0.347,0.693
0.441,0.882
0.700,1.401
0.189,0.377
0.972,1.945
0.278,0.557
0.521,1.043
0.623,1.246
0.600,1.199
0.106,0.213
0.391,0.782
0.801,1.602
0.327,0.655
0.964,1.928
0.308,0.616
0.306,0.612
0.471,0.941
0.355,0.709
0.658,1.316
0.789,1.578
0.542,1.084
0.152,0.303
0.596,1.193
0.225,0.449
0.361,0.722
0.071,0.141
0.156,0.311
0.784,1.567
0.613,1.226
0.260,0.519
0.244,0.489
0.095,0.190
0.055,0.110
0.691,1.382
0.530,1.060
0.675,1.351
0.692,1.384
0.160,0.319
0.179,0.357
0.713,1.427
0.833,1.667
0.678,1.356
0.079,0.159
0.063,0.125
0.084,0.169
0.899,1.798
0.253,0.507
0.778,1.556
0.608,1.217
0.172,0.343
0.266,0.532
0.306,0.612
0.495,0.991
0.247,0.495
0.045,0.091
0.303,0.607
0.655,1.310
0.800,1.600
0.648,1.297
0.475,0.949
0.487,0.974
0.882,1.763
0.239,0.477
0.807,1.614
0.325,0.649
0.608,1.215
0.958,1.915
0.561,1.123
0.153,0.306
0.329,0.657
0.784,1.568
0.734,1.469
0.773,1.546
0.171,0.343
0.667,1.335
0.907,1.814
0.026,0.052
0.633,1.265
0.706,1.412
0.248,0.496
0.444,0.887
0.151,0.303
0.082,0.163
0.954,1.907
0.443,0.886
0.064,0.128
0.060,0.120
0.619,1.238
0.579,1.158
0.435,0.870
0.759,1.518
0.016,0.032
0.614,1.229
0.166,0.331
0.780,1.560
0.429,0.858
0.037,0.074
0.568,1.136
0.067,0.133
0.873,1.745
0.519,1.038
0.235,0.471
0.688,1.377
0.271,0.543
0.553,1.107
0.091,0.181
0.331,0.663
0.045,0.091
0.327,0.655
0.884,1.769
0.667,1.334
0.816,1.632
0.556,1.112
0.607,1.213
0.819,1.637
0.676,1.352
0.329,0.658
0.983,1.966
0.161,0.321
0.798,1.597
0.178,0.356
0.405,0.809
0.178,0.356
0.511,1.021
0.308,0.616
0.835,1.670
0.319,0.638
0.443,0.886
0.269,0.537
0.507,1.013
0.722,1.445
0.702,1.404
0.949,1.899
0.862,1.724
0.687,1.375
0.920,1.840
0.034,0.067
0.581,1.161
0.325,0.650
0.741,1.482
0.415,0.829
0.328,0.655
0.142,0.284
0.866,1.732
0.440,0.879
0.610,1.220
0.116,0.233
0.284,0.568
0.705,1.411
0.418,0.835
0.298,0.595
0.944,1.889
0.329,0.658
0.123,0.245
0.700,1.400
0.540,1.080
0.722,1.443
0.619,1.237
0.316,0.632
0.106,0.212
0.567,1.134
0.865,1.729
0.088,0.177
0.124,0.247
0.680,1.360
0.618,1.236
0.871,1.743
0.723,1.446
0.454,0.909
0.157,0.314
0.253,0.507
0.136,0.272
0.613,1.225
0.815,1.630
0.797,1.595
0.920,1.839
0.703,1.407
0.750,1.499
0.605,1.210
0.443,0.885
0.224,0.448
0.794,1.588
0.252,0.504
0.732,1.464
0.967,1.934
0.438,0.876
0.442,0.883
0.617,1.233
0.451,0.902
0.140,0.281
0.412,0.823
0.210,0.419
0.121,0.243
0.307,0.613
0.096,0.192
0.428,0.856
0.855,1.710
0.575,1.150
0.160,0.319
0.108,0.215
0.591,1.182
0.548,1.095
0.454,0.908
0.315,0.630
0.116,0.233
0.280,0.559
0.816,1.633
0.881,1.761
0.489,0.977
0.449,0.899
0.349,0.699
0.915,1.831
0.388,0.775
0.602,1.203
0.800,1.600
0.578,1.156
0.504,1.008
0.345,0.690
0.360,0.721
0.818,1.637
0.996,1.992
0.727,1.455
0.590,1.180
0.279,0.559
0.901,1.802
0.711,1.421
0.484,0.968
0.465,0.929
0.923,1.846
0.553,1.107
0.520,1.040
0.634,1.268
0.703,1.406
0.871,1.742
0.783,1.566
0.477,0.954
0.277,0.553
0.355,0.711
0.424,0.848
0.087,0.174
0.679,1.358
0.465,0.931
0.286,0.573
0.300,0.600
0.402,0.804
0.897,1.794
0.987,1.973
0.287,0.575
0.281,0.562
0.414,0.828
0.177,0.354
0.741,1.483
0.362,0.725
0.113,0.225
0.051,0.102
0.184,0.369
0.054,0.107
0.192,0.384
0.293,0.587
0.792,1.583
0.615,1.230
0.318,0.635
0.450,0.901
0.289,0.578
0.318,0.635
0.303,0.606
0.770,1.540
0.699,1.399
0.257,0.514
0.950,1.899
0.955,1.910
0.643,1.286
0.898,1.795
0.992,1.984
0.862,1.723
0.068,0.135
0.209,0.419
0.867,1.733
0.950,1.899
0.566,1.132
0.533,1.067
0.419,0.839
0.422,0.844
0.753,1.507
0.081,0.163
0.251,0.502
0.327,0.654
0.936,1.873
0.294,0.587
0.661,1.321
0.400,0.799
0.396,0.792
0.103,0.206
0.340,0.679
0.723,1.446
0.299,0.598
0.594,1.188
0.584,1.168
0.486,0.972
0.831,1.663
0.758,1.517
0.518,1.035
0.928,1.856
0.201,0.403
0.143,0.285
0.354,0.709
0.128,0.257
0.562,1.124
0.242,0.484
0.122,0.245
0.515,1.030
0.183,0.365
0.736,1.472
0.334,0.667
0.320,0.639
0.224,0.449
0.602,1.204
0.269,0.538
0.654,1.307
0.879,1.758
0.298,0.596
0.403,0.806
0.064,0.128
0.451,0.902
0.477,0.954
0.420,0.840
0.257,0.514
0.309,0.618
0.391,0.782
0.272,0.544
0.645,1.290
0.146,0.291
0.206,0.412
0.677,1.354
0.306,0.612
0.546,1.092
0.390,0.780
0.975,1.949
0.375,0.750
0.528,1.055
0.295,0.590
0.524,1.049
0.173,0.347
0.928,1.856
0.627,1.254
0.981,1.963
0.308,0.616
0.898,1.796
0.245,0.489
0.433,0.867
0.286,0.572
0.931,1.862
0.898,1.797
0.498,0.997
0.110,0.221
0.581,1.162
0.599,1.197
0.585,1.169
0.145,0.290
0.579,1.157
0.843,1.687
0.047,0.094
0.209,0.418
0.113,0.225
0.590,1.180
0.702,1.405
0.984,1.968
0.838,1.676
0.632,1.264
0.349,0.698
0.858,1.715
0.368,0.737
0.719,1.438
0.943,1.886
0.280,0.560
0.919,1.839
0.704,1.408
0.137,0.274
0.879,1.758
0.620,1.241
0.501,1.001
0.468,0.936
0.812,1.623
0.731,1.462
0.192,0.385
0.071,0.142
0.453,0.907
0.990,1.980
0.946,1.892
0.738,1.475
0.597,1.194
0.406,0.812
0.320,0.640
0.975,1.951
0.398,0.796
0.155,0.311
0.073,0.146
0.040,0.080
0.430,0.860
0.236,0.473
0.248,0.497
0.545,1.091
0.166,0.331
0.657,1.314
0.844,1.688
0.872,1.744
0.447,0.894
0.116,0.232
0.798,1.597
0.325,0.651
0.733,1.467
0.945,1.890
0.868,1.735
0.490,0.981
0.015,0.030
0.087,0.174
0.308,0.615
0.949,1.899
0.019,0.037
0.983,1.965
0.767,1.535
0.264,0.528
0.996,1.992
0.754,1.507
0.204,0.409
0.054,0.109
0.855,1.709
0.730,1.460
0.029,0.059
0.895,1.790
0.932,1.864
0.278,0.557
0.015,0.031
0.112,0.224
0.726,1.453
0.887,1.774
0.157,0.313
0.518,1.035
0.987,1.974
0.447,0.895
0.041,0.083
0.261,0.522
0.378,0.756
0.374,0.747
0.609,1.217
0.762,1.525
0.475,0.949
0.288,0.575
0.518,1.037
0.540,1.079
0.165,0.329
0.274,0.548
0.887,1.775
0.500,1.000
0.960,1.920
0.262,0.525
0.707,1.414
0.734,1.468
0.868,1.736
0.653,1.305
0.303,0.605
0.730,1.459
0.166,0.332
0.583,1.166
0.603,1.207
0.773,1.546
0.091,0.182
0.764,1.528
0.024,0.048
0.839,1.678
0.780,1.560
0.045,0.089
0.930,1.860
0.629,1.258
0.558,1.117
0.979,1.958
0.184,0.368
0.213,0.427
0.161,0.322
0.920,1.840
0.665,1.329
0.178,0.357
0.672,1.344
0.249,0.499
0.459,0.918
0.744,1.488
0.718,1.435
0.930,1.861
0.279,0.558
0.379,0.757
0.905,1.811
0.787,1.574
0.146,0.292
0.433,0.866
0.903,1.806
0.818,1.637
0.944,1.888
0.046,0.091
0.698,1.397
0.960,1.919
0.961,1.921
0.288,0.576
0.404,0.807
0.996,1.992
0.152,0.304
0.123,0.245
0.739,1.478
0.727,1.454
0.037,0.073
0.490,0.981
0.168,0.336
0.372,0.745
0.989,1.977
0.773,1.545
0.993,1.985
0.160,0.320
0.347,0.694
0.791,1.581
0.924,1.847
0.915,1.830
0.593,1.186
0.508,1.016
0.662,1.323
0.769,1.537
0.580,1.161
0.329,0.657
0.192,0.385
0.071,0.143
0.635,1.270
0.176,0.353
0.115,0.231
0.216,0.432
0.774,1.549
0.473,0.947
0.665,1.329
0.154,0.307
0.372,0.744
0.405,0.810
0.473,0.947
0.958,1.917
0.030,0.059
0.769,1.539
0.309,0.617
0.890,1.780
0.919,1.838
0.332,0.664
0.922,1.844
0.742,1.485
0.237,0.475
0.018,0.036
0.882,1.764
0.907,1.814
0.574,1.149
0.233,0.465
0.010,0.020
0.534,1.067
0.710,1.421
0.716,1.432
0.518,1.037
0.238,0.476
0.378,0.756
0.008,0.017
0.608,1.215
0.464,0.927
0.294,0.588
0.393,0.787
0.923,1.847
0.094,0.188
0.515,1.030
0.313,0.625
0.182,0.365
0.631,1.261
0.559,1.119
0.985,1.970
0.814,1.629
0.388,0.776
0.867,1.733
0.003,0.005
0.062,0.123
0.099,0.199
0.327,0.653
0.135,0.270
0.383,0.766
0.653,1.307
0.165,0.330
0.825,1.651
0.390,0.780
0.592,1.183
0.336,0.672
0.838,1.676
0.224,0.447
0.291,0.581
0.735,1.470
0.409,0.817
0.742,1.484
0.280,0.561
0.567,1.133
0.855,1.710
0.061,0.123
0.581,1.161
0.115,0.230
0.130,0.259
0.218,0.436
0.984,1.967
0.374,0.747
0.874,1.749
0.338,0.676
0.420,0.839
0.721,1.443
0.776,1.552
0.343,0.687
0.943,1.886
0.026,0.052
0.299,0.597
0.872,1.743
0.386,0.772
0.720,1.440
0.580,1.160
0.076,0.153
0.454,0.908
0.098,0.196
0.912,1.823
0.691,1.382
0.985,1.969
0.671,1.342
0.798,1.595
0.357,0.713
0.127,0.255
0.478,0.956
0.914,1.828
0.264,0.528
0.064,0.128
0.105,0.210
0.469,0.938
0.208,0.416
0.256,0.513
0.873,1.747
0.883,1.767
0.967,1.935
0.661,1.322
0.273,0.546
0.394,0.787
0.461,0.923
0.606,1.213
0.633,1.265
0.287,0.574
0.300,0.600
0.515,1.031
0.026,0.053
0.476,0.952
0.630,1.261
0.982,1.965
0.983,1.967
0.440,0.880
0.672,1.343
0.394,0.787
0.421,0.841
0.943,1.887
0.298,0.595
0.468,0.936
0.109,0.218
0.951,1.902
0.986,1.973
0.580,1.161
0.716,1.431
0.604,1.208
0.280,0.561
0.734,1.468
0.578,1.156
0.873,1.746
0.754,1.507
0.414,0.828
0.020,0.041
0.068,0.136
0.190,0.380
0.867,1.734
0.135,0.269
0.995,1.989
0.467,0.934
0.428,0.857
0.421,0.841
0.552,1.105
0.356,0.711
0.454,0.907
0.423,0.846
0.153,0.307
0.404,0.808
0.268,0.536
0.577,1.153
0.314,0.629
0.940,1.879
0.957,1.914
0.707,1.413
0.063,0.126
0.361,0.723
0.850,1.701
0.176,0.352
0.936,1.873
0.789,1.578
0.372,0.743
0.585,1.170
0.640,1.281
0.154,0.308
0.402,0.805
0.095,0.190
0.999,1.998
0.744,1.488
0.658,1.316
0.295,0.589
0.970,1.939
0.405,0.810
0.363,0.725
0.501,1.001
0.133,0.266
0.271,0.542
0.534,1.069
0.410,0.820
0.292,0.585
0.131,0.263
0.502,1.004
0.179,0.358
0.848,1.697
0.441,0.882
0.313,0.626
0.002,0.003
0.143,0.286
0.635,1.271
0.057,0.115
0.430,0.859
0.238,0.476
0.104,0.208
0.966,1.932
0.475,0.951
0.254,0.508
0.439,0.877
0.759,1.518
0.970,1.940
0.312,0.624
0.869,1.738
0.066,0.132
0.128,0.256
0.659,1.318
0.158,0.316
0.626,1.251
0.500,1.000
0.443,0.886
0.010,0.020
0.818,1.636
0.901,1.801
0.085,0.170
0.166,0.332
0.790,1.580
0.698,1.396
0.738,1.477
0.900,1.799
0.208,0.415
0.347,0.695
0.214,0.428
0.764,1.527
0.632,1.264
0.784,1.567
0.635,1.269
0.325,0.649
0.855,1.710
0.931,1.863
0.211,0.421
0.581,1.162
0.323,0.645
0.001,0.002
0.321,0.642
0.830,1.661
0.214,0.428
0.785,1.570
0.770,1.540
0.700,1.399
0.700,1.399
0.176,0.352
0.910,1.819
0.214,0.428
0.711,1.421
0.117,0.234
0.234,0.468
0.653,1.305
0.683,1.367
0.166,0.333
0.820,1.640
0.313,0.626
0.948,1.896
0.096,0.192
0.178,0.356
0.495,0.991
0.317,0.634
0.327,0.654
0.400,0.801
0.832,1.664
0.852,1.703
0.038,0.076
0.542,1.084
0.575,1.150
0.448,0.897
0.329,0.658
0.625,1.249
0.522,1.043
0.616,1.232
0.780,1.560
0.116,0.233
0.871,1.743
0.504,1.007
0.258,0.517
0.631,1.263
0.681,1.362
0.121,0.242
0.783,1.566
0.817,1.634
0.497,0.993
0.623,1.247
0.072,0.145
0.146,0.293
0.348,0.697
0.636,1.271
0.418,0.836
0.118,0.237
0.973,1.947
0.973,1.947
0.305,0.611
0.116,0.232
0.295,0.590
0.680,1.359
0.905,1.810
0.734,1.468
0.068,0.136
0.302,0.604
0.410,0.821
0.063,0.126
0.929,1.858
0.212,0.425
0.901,1.803
0.902,1.805
0.196,0.391
0.276,0.552
0.378,0.757
0.113,0.227
0.956,1.911
0.416,0.833
0.370,0.740
0.740,1.481
0.736,1.471
0.374,0.748
0.557,1.114
0.722,1.444
0.773,1.547
0.550,1.100
0.510,1.019
0.266,0.532
0.055,0.111
0.463,0.926
0.985,1.969
0.326,0.653
0.298,0.596
0.866,1.732
0.716,1.432
0.543,1.086
0.417,0.834
0.889,1.778
0.572,1.144
0.216,0.433
0.813,1.626
0.254,0.507
0.076,0.152
0.074,0.147
0.755,1.510
0.040,0.080
0.876,1.753
0.757,1.514
0.831,1.662
0.055,0.109
0.521,1.043
0.797,1.593
0.696,1.393
0.975,1.950
0.855,1.709
0.727,1.453
0.895,1.790
0.858,1.716
0.308,0.616
0.719,1.438
0.555,1.110
0.893,1.786
0.260,0.519
0.112,0.224
0.198,0.396
0.437,0.875
0.420,0.841
0.861,1.722
0.483,0.967
0.822,1.644
0.183,0.366
0.636,1.272
0.888,1.777
0.813,1.627
0.905,1.810
0.608,1.215
0.532,1.064
0.405,0.810
0.170,0.340
0.170,0.339
0.350,0.699
0.415,0.830
0.095,0.191
0.517,1.033
0.132,0.264
0.119,0.237
0.879,1.758
0.347,0.693
0.972,1.944
0.879,1.757
0.577,1.154
0.577,1.154
0.743,1.487
0.628,1.256
0.137,0.274
0.187,0.375
0.053,0.105
0.511,1.023
0.649,1.297
0.202,0.404
0.938,1.876
0.506,1.011
0.628,1.256
0.133,0.266
0.750,1.500
0.080,0.160
0.766,1.532
0.265,0.531
0.650,1.300
0.391,0.782
0.191,0.382
0.705,1.410
0.891,1.783
0.252,0.503
0.601,1.201
0.998,1.997
0.703,1.405
0.562,1.123
0.642,1.284
0.302,0.604
0.594,1.189
0.927,1.855
0.758,1.517
0.931,1.862
0.574,1.147
0.437,0.873
0.780,1.560
0.461,0.922
0.900,1.801
0.101,0.202
0.026,0.053
0.662,1.324
0.702,1.404
0.212,0.423
0.352,0.705
0.604,1.208
0.024,0.048
0.576,1.151
0.042,0.085
0.295,0.591
0.884,1.767
0.723,1.447
0.568,1.135
0.430,0.859
0.585,1.170
0.205,0.410
0.620,1.240
0.457,0.913
0.828,1.656
0.960,1.919
0.093,0.186
0.193,0.385
0.565,1.130
0.926,1.852
0.449,0.897
0.857,1.713
0.961,1.922
0.169,0.337
0.260,0.521
0.861,1.723
0.091,0.182
0.780,1.561
0.456,0.911
0.298,0.596
0.668,1.337
0.304,0.608
0.342,0.685
0.608,1.216
0.502,1.005
0.227,0.455
0.464,0.929
0.632,1.264
0.386,0.772
0.807,1.615
0.949,1.898
0.399,0.798
0.399,0.799
0.345,0.690
0.732,1.465
0.447,0.894
0.915,1.830
0.945,1.890
0.619,1.238
0.504,1.008
0.870,1.741
0.398,0.796
0.960,1.920
0.488,0.975
0.229,0.458
0.493,0.986
0.153,0.306
0.446,0.891
0.308,0.617
0.032,0.064
0.715,1.430
0.372,0.744
0.929,1.858
0.849,1.698
0.629,1.259
0.633,1.265
0.772,1.544
0.040,0.079
0.884,1.768
0.722,1.445
0.018,0.036
0.197,0.394
0.091,0.181
0.234,0.468
0.373,0.745
0.360,0.721
0.851,1.703
0.949,1.898
0.043,0.087
0.738,1.475
0.421,0.843
0.755,1.509
0.070,0.140
0.644,1.288
0.775,1.549
0.637,1.274
0.150,0.301
0.425,0.850
0.187,0.375
0.926,1.852
0.190,0.381
0.025,0.049
0.284,0.569
0.222,0.444
0.696,1.392
0.761,1.521
0.430,0.860
0.877,1.755
0.485,0.970
0.402,0.805
0.031,0.063
0.208,0.417
0.382,0.764
0.959,1.917
0.199,0.398
0.134,0.267
0.886,1.772
0.933,1.866
0.819,1.639
0.521,1.043
0.921,1.843
0.442,0.883
0.333,0.666
0.153,0.307
0.035,0.071
0.812,1.623
0.172,0.343
0.586,1.172
0.639,1.279
0.971,1.941
0.776,1.551
0.958,1.915
0.539,1.077
0.056,0.112
0.565,1.129
0.825,1.650
0.392,0.784
0.078,0.156
0.144,0.288
0.877,1.753
0.990,1.980
0.608,1.216
0.266,0.533
0.506,1.013
0.653,1.305
0.140,0.280
0.874,1.749
0.552,1.103
0.122,0.244
0.389,0.778
0.642,1.285
0.031,0.061
0.904,1.808
0.787,1.575
0.002,0.004
0.316,0.631
0.617,1.234
0.386,0.772
0.099,0.199
0.797,1.593
0.250,0.499
0.231,0.462
0.516,1.032
0.091,0.181
0.141,0.283
0.311,0.623
0.472,0.944
0.055,0.110
0.093,0.186
0.924,1.847
0.474,0.949
0.510,1.021
0.015,0.030
0.283,0.566
0.840,1.681
0.988,1.977
0.995,1.990
0.736,1.472
0.433,0.866
0.134,0.267
0.479,0.959
0.227,0.453
0.724,1.448
0.788,1.577
0.549,1.098
0.032,0.064
0.007,0.013
0.897,1.795
0.823,1.646
0.360,0.721
0.935,1.870
0.736,1.471
0.732,1.464
0.609,1.218
0.170,0.340
0.515,1.029
0.825,1.651
0.282,0.563
0.467,0.935
0.160,0.319
0.797,1.593
0.838,1.675
0.878,1.756
0.613,1.225
0.009,0.018
0.191,0.382
0.268,0.536
0.517,1.035
0.174,0.348
0.040,0.080
0.750,1.500
0.780,1.561
0.645,1.291
